Time,Temperature(C),Humidity(%),Dewpoint(C),HeatIndex(C)
2020/04/25 15:29,24.7,38,9.5,24.7
2020/04/25 15:34,24.7,38,9.5,24.7
2020/04/25 15:39,24.6,38,9.4,24.6
2020/04/25 15:44,24.7,38,9.5,24.7
2020/04/25 15:49,24.6,38,9.4,24.6
2020/04/25 15:54,24.7,38,9.5,24.7
2020/04/25 15:59,24.7,38,9.5,24.7
2020/04/25 16:04,24.6,38,9.4,24.6
2020/04/25 16:09,24.6,38,9.4,24.6
2020/04/25 16:14,24.8,38,9.6,24.8
2020/04/25 16:19,24.7,38,9.5,24.7
2020/04/25 16:24,24.6,38,9.4,24.6
2020/04/25 16:29,24.7,38,9.5,24.7
2020/04/25 16:34,24.8,38,9.6,24.8
2020/04/25 16:39,24.7,38,9.5,24.7
2020/04/25 16:44,24.7,38,9.5,24.7
2020/04/25 16:49,24.6,38,9.4,24.6
2020/04/25 16:54,24.6,38,9.4,24.6
2020/04/25 16:59,24.7,38,9.5,24.7
2020/04/25 17:04,24.6,38,9.4,24.6
2020/04/25 17:09,24.7,38,9.5,24.7
2020/04/25 17:14,24.6,38,9.4,24.6
2020/04/25 17:19,24.6,38,9.4,24.6
2020/04/25 17:24,24.7,38,9.5,24.7
2020/04/25 17:29,24.7,38,9.5,24.7
2020/04/25 17:34,24.6,38,9.4,24.6
2020/04/25 17:39,24.6,38,9.4,24.6
2020/04/25 17:44,24.6,38,9.4,24.6
2020/04/25 17:49,24.6,38,9.4,24.6
2020/04/25 17:54,24.6,37,9.0,24.6
2020/04/25 17:59,24.6,38,9.4,24.6
2020/04/25 18:04,24.5,37,8.9,24.5
2020/04/25 18:09,24.5,35,8.1,24.5
2020/04/25 18:14,24.4,36,8.4,24.4
2020/04/25 18:19,24.3,35,7.9,24.3
2020/04/25 18:24,24.2,35,7.8,24.2
2020/04/25 18:29,24.1,34,7.3,24.1
2020/04/25 18:34,24.1,35,7.7,24.1
2020/04/25 18:39,24.2,36,8.2,24.2
2020/04/25 18:44,24.2,36,8.2,24.2
2020/04/25 18:49,24.2,36,8.2,24.2
2020/04/25 18:54,24.2,35,7.8,24.2
2020/04/25 18:59,24.2,36,8.2,24.2
2020/04/25 19:04,24.0,34,7.2,24.0
2020/04/25 19:09,23.9,35,7.5,23.9
2020/04/25 19:14,23.8,35,7.5,23.8
2020/04/25 19:19,23.9,34,7.1,23.9
2020/04/25 19:24,23.7,35,7.4,23.7
2020/04/25 19:29,23.8,35,7.5,23.8
2020/04/25 19:34,23.8,34,7.0,23.8
2020/04/25 19:39,23.7,34,6.9,23.7
2020/04/25 19:44,23.8,34,7.0,23.8
2020/04/25 19:49,23.8,34,7.0,23.8
2020/04/25 19:54,23.9,34,7.1,23.9
2020/04/25 19:59,23.9,34,7.1,23.9
2020/04/25 20:04,23.9,33,6.7,23.9
2020/04/25 20:09,23.8,33,6.6,23.8
2020/04/25 20:14,23.7,34,6.9,23.7
2020/04/25 20:19,23.8,33,6.6,23.8
2020/04/25 20:24,23.9,34,7.1,23.9
2020/04/25 20:29,23.9,33,6.7,23.9
2020/04/25 20:34,23.9,34,7.1,23.9
2020/04/25 20:39,24.1,35,7.7,24.1
2020/04/25 20:44,24.0,35,7.6,24.0
2020/04/25 20:49,24.1,35,7.7,24.1
2020/04/25 20:54,24.1,35,7.7,24.1
2020/04/25 20:59,24.2,36,8.2,24.2
2020/04/25 21:04,24.2,36,8.2,24.2
2020/04/25 21:09,24.2,36,8.2,24.2
2020/04/25 21:14,24.2,36,8.2,24.2
2020/04/25 21:19,24.2,36,8.2,24.2
2020/04/25 21:24,24.2,36,8.2,24.2
2020/04/25 21:29,24.2,37,8.6,24.2
2020/04/25 21:34,24.2,37,8.6,24.2
2020/04/25 21:39,24.2,37,8.6,24.2
2020/04/25 21:44,24.2,37,8.6,24.2
2020/04/25 21:49,24.2,37,8.6,24.2
2020/04/25 21:54,24.3,37,8.7,24.3
2020/04/25 21:59,24.3,38,9.1,24.3
2020/04/25 22:04,24.4,37,8.8,24.4
2020/04/25 22:09,24.3,38,9.1,24.3
2020/04/25 22:14,24.3,38,9.1,24.3
2020/04/25 22:19,24.4,38,9.2,24.4
2020/04/25 22:24,24.3,38,9.1,24.3
2020/04/25 22:29,24.2,38,9.0,24.2
2020/04/25 22:34,24.3,38,9.1,24.3
2020/04/25 22:39,24.3,38,9.1,24.3
2020/04/25 22:44,24.2,38,9.0,24.2
2020/04/25 22:49,24.3,38,9.1,24.3
2020/04/25 22:54,24.2,38,9.0,24.2
2020/04/25 22:59,24.2,38,9.0,24.2
2020/04/25 23:04,24.2,38,9.0,24.2
2020/04/25 23:09,24.2,38,9.0,24.2
2020/04/25 23:14,24.3,38,9.1,24.3
2020/04/25 23:19,24.2,38,9.0,24.2
2020/04/25 23:24,24.2,38,9.0,24.2
2020/04/25 23:29,24.1,38,8.9,24.1
2020/04/25 23:34,24.1,38,8.9,24.1
2020/04/25 23:39,24.1,38,8.9,24.1
2020/04/25 23:44,24.1,38,8.9,24.1
2020/04/25 23:49,24.0,38,8.8,24.0
2020/04/25 23:54,24.1,38,8.9,24.1
2020/04/25 23:59,24.1,38,8.9,24.1
2020/04/26 00:04,24.1,38,8.9,24.1
2020/04/26 00:09,24.1,38,8.9,24.1
2020/04/26 00:14,24.0,38,8.8,24.0
2020/04/26 00:19,23.9,38,8.7,23.9
2020/04/26 00:24,24.0,38,8.8,24.0
2020/04/26 00:29,23.9,38,8.7,23.9
2020/04/26 00:34,23.9,38,8.7,23.9
2020/04/26 00:39,23.9,38,8.7,23.9
2020/04/26 00:44,24.0,38,8.8,24.0
2020/04/26 00:49,24.0,38,8.8,24.0
2020/04/26 00:54,23.8,39,9.0,23.8
2020/04/26 00:59,23.9,39,9.1,23.9
2020/04/26 01:04,23.9,39,9.1,23.9
2020/04/26 01:09,23.9,39,9.1,23.9
2020/04/26 01:14,23.8,39,9.0,23.8
2020/04/26 01:19,23.9,39,9.1,23.9
2020/04/26 01:24,23.8,39,9.0,23.8
2020/04/26 01:29,24.0,39,9.2,24.0
2020/04/26 01:34,23.9,39,9.1,23.9
2020/04/26 01:39,23.9,39,9.1,23.9
2020/04/26 01:44,23.9,39,9.1,23.9
2020/04/26 01:49,23.8,39,9.0,23.8
2020/04/26 01:54,23.8,39,9.0,23.8
2020/04/26 01:59,23.8,39,9.0,23.8
2020/04/26 02:04,23.8,39,9.0,23.8
2020/04/26 02:09,23.8,39,9.0,23.8
2020/04/26 02:14,23.9,39,9.1,23.9
2020/04/26 02:19,23.7,39,9.0,23.7
2020/04/26 02:24,23.7,39,9.0,23.7
2020/04/26 02:29,23.8,39,9.0,23.8
2020/04/26 02:34,23.8,39,9.0,23.8
2020/04/26 02:39,23.8,39,9.0,23.8
2020/04/26 02:44,23.7,39,9.0,23.7
2020/04/26 02:49,23.8,40,9.4,23.8
2020/04/26 02:54,23.8,40,9.4,23.8
2020/04/26 02:59,23.6,40,9.2,23.6
2020/04/26 03:04,23.7,40,9.3,23.7
2020/04/26 03:09,23.8,40,9.4,23.8
2020/04/26 03:14,23.6,40,9.2,23.6
2020/04/26 03:19,23.7,40,9.3,23.7
2020/04/26 03:24,23.7,40,9.3,23.7
2020/04/26 03:29,23.7,40,9.3,23.7
2020/04/26 03:34,23.7,40,9.3,23.7
2020/04/26 03:39,23.7,40,9.3,23.7
2020/04/26 03:44,23.7,40,9.3,23.7
2020/04/26 03:49,23.7,40,9.3,23.7
2020/04/26 03:54,23.7,40,9.3,23.7
2020/04/26 03:59,23.7,40,9.3,23.7
2020/04/26 04:04,23.6,40,9.2,23.6
2020/04/26 04:09,23.6,40,9.2,23.6
2020/04/26 04:14,23.7,40,9.3,23.7
2020/04/26 04:19,23.6,40,9.2,23.6
2020/04/26 04:24,23.7,40,9.3,23.7
2020/04/26 04:29,23.6,40,9.2,23.6
2020/04/26 04:34,23.6,40,9.2,23.6
2020/04/26 04:39,23.6,40,9.2,23.6
2020/04/26 04:44,23.6,40,9.2,23.6
2020/04/26 04:49,23.6,40,9.2,23.6
2020/04/26 04:54,23.6,40,9.2,23.6
2020/04/26 04:59,23.5,40,9.2,23.5
2020/04/26 05:04,23.5,40,9.2,23.5
2020/04/26 05:09,23.6,40,9.2,23.6
2020/04/26 05:14,23.5,40,9.2,23.5
2020/04/26 05:19,23.6,40,9.2,23.6
2020/04/26 05:24,23.6,40,9.2,23.6
2020/04/26 05:29,23.9,40,9.5,23.9
2020/04/26 05:34,24.1,40,9.7,24.1
2020/04/26 05:39,24.2,39,9.4,24.2
2020/04/26 05:44,24.3,39,9.5,24.3
2020/04/26 05:49,24.3,39,9.5,24.3
2020/04/26 05:54,24.3,39,9.5,24.3
2020/04/26 05:59,24.3,39,9.5,24.3
2020/04/26 06:04,24.3,39,9.5,24.3
2020/04/26 06:09,24.2,39,9.4,24.2
2020/04/26 06:14,24.3,39,9.5,24.3
2020/04/26 06:19,24.3,39,9.5,24.3
2020/04/26 06:24,24.3,39,9.5,24.3
2020/04/26 06:29,24.3,39,9.5,24.3
2020/04/26 06:34,24.4,39,9.6,24.4
2020/04/26 06:39,24.4,39,9.6,24.4
2020/04/26 06:44,24.4,39,9.6,24.4
2020/04/26 06:49,24.5,39,9.7,24.5
2020/04/26 06:54,24.5,39,9.7,24.5
2020/04/26 06:59,24.7,39,9.8,24.7
2020/04/26 07:04,24.6,39,9.8,24.6
2020/04/26 07:09,24.6,39,9.8,24.6
2020/04/26 07:14,24.7,39,9.8,24.7
2020/04/26 07:19,24.9,39,10.0,24.9
2020/04/26 07:24,24.8,39,9.9,24.8
2020/04/26 07:29,24.9,39,10.0,24.9
2020/04/26 07:34,25.0,39,10.1,25.0
2020/04/26 07:39,25.0,39,10.1,25.0
2020/04/26 07:44,25.1,39,10.2,25.1
2020/04/26 07:49,25.1,39,10.2,25.1
2020/04/26 07:54,25.1,39,10.2,25.1
2020/04/26 07:59,25.2,39,10.3,25.2
2020/04/26 08:04,25.4,39,10.5,25.4
2020/04/26 08:09,25.3,39,10.4,25.3
2020/04/26 08:14,25.3,38,10.0,25.3
2020/04/26 08:19,25.4,38,10.1,25.4
2020/04/26 08:24,25.4,38,10.1,25.4
2020/04/26 08:29,25.4,38,10.1,25.4
2020/04/26 08:34,25.5,38,10.2,25.5
2020/04/26 08:39,25.4,38,10.1,25.4
2020/04/26 08:44,25.5,38,10.2,25.5
2020/04/26 08:49,25.5,38,10.2,25.5
2020/04/26 08:54,25.4,38,10.1,25.4
2020/04/26 08:59,25.4,38,10.1,25.4
2020/04/26 09:04,25.4,38,10.1,25.4
2020/04/26 09:09,25.4,38,10.1,25.4
2020/04/26 09:14,25.5,38,10.2,25.5
2020/04/26 09:19,25.4,37,9.7,25.4
2020/04/26 09:24,25.4,37,9.7,25.4
2020/04/26 09:29,25.5,37,9.8,25.5
2020/04/26 09:34,25.5,37,9.8,25.5
2020/04/26 09:39,25.4,37,9.7,25.4
2020/04/26 09:44,25.4,37,9.7,25.4
2020/04/26 09:49,25.3,35,8.8,25.3
2020/04/26 09:54,25.1,35,8.6,25.1
2020/04/26 09:59,25.2,35,8.7,25.2
2020/04/26 10:04,25.2,35,8.7,25.2
2020/04/26 10:09,25.1,34,8.2,25.1
2020/04/26 10:14,24.9,33,7.6,24.9
2020/04/26 10:19,24.8,33,7.5,24.8
2020/04/26 10:24,24.9,34,8.0,24.9
2020/04/26 10:29,24.9,33,7.6,24.9
2020/04/26 10:34,24.9,33,7.6,24.9
2020/04/26 10:39,25.0,33,7.6,25.0
2020/04/26 10:44,25.0,33,7.6,25.0
2020/04/26 10:49,24.9,32,7.1,24.9
2020/04/26 10:54,25.0,32,7.2,25.0
2020/04/26 10:59,24.9,32,7.1,24.9
2020/04/26 11:04,24.8,31,6.6,24.8
2020/04/26 11:09,24.9,32,7.1,24.9
2020/04/26 11:14,24.8,31,6.6,24.8
2020/04/26 11:19,24.8,31,6.6,24.8
2020/04/26 11:24,24.8,31,6.6,24.8
2020/04/26 11:29,24.8,31,6.6,24.8
2020/04/26 11:34,24.8,32,7.0,24.8
2020/04/26 11:39,24.9,32,7.1,24.9
2020/04/26 11:44,24.8,32,7.0,24.8
2020/04/26 11:49,24.8,32,7.0,24.8
2020/04/26 11:54,24.7,32,6.9,24.7
2020/04/26 11:59,24.8,32,7.0,24.8
2020/04/26 12:04,24.9,33,7.6,24.9
2020/04/26 12:09,24.7,33,7.4,24.7
2020/04/26 12:14,24.8,33,7.5,24.8
2020/04/26 12:19,24.8,32,7.0,24.8
2020/04/26 12:24,24.8,32,7.0,24.8
2020/04/26 12:29,24.8,33,7.5,24.8
2020/04/26 12:34,24.8,32,7.0,24.8
2020/04/26 12:39,24.7,32,6.9,24.7
2020/04/26 12:44,24.7,32,6.9,24.7
2020/04/26 12:49,24.7,33,7.4,24.7
2020/04/26 12:54,24.7,33,7.4,24.7
2020/04/26 12:59,24.8,33,7.5,24.8
2020/04/26 13:04,24.7,33,7.4,24.7
2020/04/26 13:09,24.8,34,7.9,24.8
2020/04/26 13:14,24.8,34,7.9,24.8
2020/04/26 13:19,24.8,34,7.9,24.8
2020/04/26 13:24,24.8,35,8.3,24.8
2020/04/26 13:29,24.8,35,8.3,24.8
2020/04/26 13:34,24.9,35,8.4,24.9
2020/04/26 13:39,24.9,35,8.4,24.9
2020/04/26 13:44,24.9,35,8.4,24.9
2020/04/26 13:49,24.9,35,8.4,24.9
2020/04/26 13:54,24.8,35,8.3,24.8
2020/04/26 13:59,24.8,35,8.3,24.8
2020/04/26 14:04,24.9,35,8.4,24.9
2020/04/26 14:09,24.9,35,8.4,24.9
2020/04/26 14:14,24.9,35,8.4,24.9
2020/04/26 14:19,24.9,35,8.4,24.9
2020/04/26 14:24,24.9,35,8.4,24.9
2020/04/26 14:29,24.9,35,8.4,24.9
2020/04/26 14:34,24.9,35,8.4,24.9
2020/04/26 14:39,24.9,35,8.4,24.9
2020/04/26 14:44,25.0,35,8.5,25.0
2020/04/26 14:49,25.0,35,8.5,25.0
2020/04/26 14:54,24.9,35,8.4,24.9
2020/04/26 14:59,25.0,36,8.9,25.0
2020/04/26 15:04,25.0,36,8.9,25.0
2020/04/26 15:09,25.0,36,8.9,25.0
2020/04/26 15:14,24.9,36,8.8,24.9
2020/04/26 15:19,25.0,36,8.9,25.0
2020/04/26 15:24,25.0,36,8.9,25.0
2020/04/26 15:29,24.9,36,8.8,24.9
2020/04/26 15:34,24.9,36,8.8,24.9
2020/04/26 15:39,25.0,36,8.9,25.0
2020/04/26 15:44,25.0,36,8.9,25.0
2020/04/26 15:49,24.9,36,8.8,24.9
2020/04/26 15:54,25.0,36,8.9,25.0
2020/04/26 15:59,24.8,35,8.3,24.8
2020/04/26 16:04,24.9,35,8.4,24.9
2020/04/26 16:09,24.9,35,8.4,24.9
2020/04/26 16:14,24.9,35,8.4,24.9
2020/04/26 16:19,24.9,35,8.4,24.9
2020/04/26 16:24,24.8,35,8.3,24.8
2020/04/26 16:29,24.9,35,8.4,24.9
2020/04/26 16:34,24.8,34,7.9,24.8
2020/04/26 16:39,24.8,34,7.9,24.8
2020/04/26 16:44,24.7,34,7.8,24.7
2020/04/26 16:49,24.8,34,7.9,24.8
2020/04/26 16:54,24.8,34,7.9,24.8
2020/04/26 16:59,24.8,34,7.9,24.8
2020/04/26 17:04,24.7,33,7.4,24.7
2020/04/26 17:09,24.7,33,7.4,24.7
2020/04/26 17:14,24.4,34,7.6,24.4
2020/04/26 17:19,24.6,34,7.7,24.6
2020/04/26 17:24,24.6,34,7.7,24.6
2020/04/26 17:29,24.7,34,7.8,24.7
2020/04/26 17:34,24.7,34,7.8,24.7
2020/04/26 17:39,24.8,34,7.9,24.8
2020/04/26 17:44,24.8,34,7.9,24.8
2020/04/26 17:49,24.7,34,7.8,24.7
2020/04/26 17:54,24.7,34,7.8,24.7
2020/04/26 17:59,24.8,34,7.9,24.8
2020/04/26 18:04,24.8,34,7.9,24.8
2020/04/26 18:09,24.8,35,8.3,24.8
2020/04/26 18:14,24.8,35,8.3,24.8
2020/04/26 18:19,24.8,34,7.9,24.8
2020/04/26 18:24,24.9,34,8.0,24.9
2020/04/26 18:29,24.8,34,7.9,24.8
2020/04/26 18:34,24.8,34,7.9,24.8
2020/04/26 18:39,24.8,33,7.5,24.8
2020/04/26 18:44,24.9,34,8.0,24.9
2020/04/26 18:49,24.8,34,7.9,24.8
2020/04/26 18:54,24.7,34,7.8,24.7
2020/04/26 18:59,24.8,34,7.9,24.8
2020/04/26 19:04,24.8,34,7.9,24.8
2020/04/26 19:09,24.6,34,7.7,24.6
2020/04/26 19:14,24.7,34,7.8,24.7
2020/04/26 19:19,24.6,34,7.7,24.6
2020/04/26 19:24,24.8,34,7.9,24.8
2020/04/26 19:29,24.6,34,7.7,24.6
2020/04/26 19:34,24.6,33,7.3,24.6
2020/04/26 19:39,24.7,33,7.4,24.7
2020/04/26 19:44,24.5,33,7.2,24.5
2020/04/26 19:49,24.5,34,7.6,24.5
2020/04/26 19:54,24.6,33,7.3,24.6
2020/04/26 19:59,24.6,33,7.3,24.6
2020/04/26 20:04,24.5,33,7.2,24.5
2020/04/26 20:09,24.5,34,7.6,24.5
2020/04/26 20:14,24.5,34,7.6,24.5
2020/04/26 20:19,24.6,34,7.7,24.6
2020/04/26 20:24,24.5,34,7.6,24.5
2020/04/26 20:29,24.5,34,7.6,24.5
2020/04/26 20:34,24.5,35,8.1,24.5
2020/04/26 20:39,24.5,36,8.5,24.5
2020/04/26 20:44,24.6,37,9.0,24.6
2020/04/26 20:49,24.6,37,9.0,24.6
2020/04/26 20:54,24.7,38,9.5,24.7
2020/04/26 20:59,24.6,38,9.4,24.6
2020/04/26 21:04,24.6,38,9.4,24.6
2020/04/26 21:09,24.6,38,9.4,24.6
2020/04/26 21:14,24.5,38,9.3,24.5
2020/04/26 21:19,24.6,38,9.4,24.6
2020/04/26 21:24,24.6,38,9.4,24.6
2020/04/26 21:29,24.6,38,9.4,24.6
2020/04/26 21:34,24.6,39,9.8,24.6
2020/04/26 21:39,24.6,39,9.8,24.6
2020/04/26 21:44,24.5,39,9.7,24.5
2020/04/26 21:49,24.6,39,9.8,24.6
2020/04/26 21:54,24.6,39,9.8,24.6
2020/04/26 21:59,24.5,39,9.7,24.5
2020/04/26 22:04,24.6,39,9.8,24.6
2020/04/26 22:09,24.5,39,9.7,24.5
2020/04/26 22:14,24.5,39,9.7,24.5
2020/04/26 22:19,24.5,39,9.7,24.5
2020/04/26 22:24,24.4,39,9.6,24.4
2020/04/26 22:29,24.4,39,9.6,24.4
2020/04/26 22:34,24.4,39,9.6,24.4
2020/04/26 22:39,24.4,39,9.6,24.4
2020/04/26 22:44,24.3,39,9.5,24.3
2020/04/26 22:49,24.3,39,9.5,24.3
2020/04/26 22:54,24.3,39,9.5,24.3
2020/04/26 22:59,24.2,39,9.4,24.2
2020/04/26 23:04,24.2,39,9.4,24.2
2020/04/26 23:09,24.2,39,9.4,24.2
2020/04/26 23:14,24.2,39,9.4,24.2
2020/04/26 23:19,24.1,39,9.3,24.1
2020/04/26 23:24,24.1,39,9.3,24.1
2020/04/26 23:29,24.2,39,9.4,24.2
2020/04/26 23:34,24.1,39,9.3,24.1
2020/04/26 23:39,24.1,39,9.3,24.1
2020/04/26 23:44,24.1,39,9.3,24.1
2020/04/26 23:49,24.1,39,9.3,24.1
2020/04/26 23:54,24.0,39,9.2,24.0
2020/04/26 23:59,24.1,39,9.3,24.1
2020/04/27 00:04,24.1,39,9.3,24.1
2020/04/27 00:09,24.1,39,9.3,24.1
2020/04/27 00:14,24.1,39,9.3,24.1
2020/04/27 00:19,24.0,39,9.2,24.0
2020/04/27 00:24,24.0,39,9.2,24.0
2020/04/27 00:29,24.0,39,9.2,24.0
2020/04/27 00:34,24.0,39,9.2,24.0
2020/04/27 00:39,23.9,39,9.1,23.9
2020/04/27 00:44,24.0,39,9.2,24.0
2020/04/27 00:49,23.9,39,9.1,23.9
2020/04/27 00:54,24.0,39,9.2,24.0
2020/04/27 00:59,24.0,39,9.2,24.0
2020/04/27 01:04,23.9,39,9.1,23.9
2020/04/27 01:09,23.9,39,9.1,23.9
2020/04/27 01:14,23.9,39,9.1,23.9
2020/04/27 01:19,23.9,39,9.1,23.9
2020/04/27 01:24,23.9,39,9.1,23.9
2020/04/27 01:29,23.8,39,9.0,23.8
2020/04/27 01:34,23.9,39,9.1,23.9
2020/04/27 01:39,23.7,38,8.6,23.7
2020/04/27 01:44,23.8,38,8.7,23.8
2020/04/27 01:49,23.7,38,8.6,23.7
2020/04/27 01:54,23.6,38,8.5,23.6
2020/04/27 01:59,23.8,38,8.7,23.8
2020/04/27 02:04,23.8,38,8.7,23.8
2020/04/27 02:09,23.8,38,8.7,23.8
2020/04/27 02:14,23.7,38,8.6,23.7
2020/04/27 02:19,23.8,38,8.7,23.8
2020/04/27 02:24,23.8,38,8.7,23.8
2020/04/27 02:29,23.7,38,8.6,23.7
2020/04/27 02:34,23.7,38,8.6,23.7
2020/04/27 02:39,23.7,38,8.6,23.7
2020/04/27 02:44,23.6,38,8.5,23.6
2020/04/27 02:49,23.6,38,8.5,23.6
2020/04/27 02:54,23.7,38,8.6,23.7
2020/04/27 02:59,23.8,38,8.7,23.8
2020/04/27 03:04,23.7,38,8.6,23.7
2020/04/27 03:09,23.6,38,8.5,23.6
2020/04/27 03:14,23.6,38,8.5,23.6
2020/04/27 03:19,23.6,38,8.5,23.6
2020/04/27 03:24,23.6,38,8.5,23.6
2020/04/27 03:29,23.6,38,8.5,23.6
2020/04/27 03:34,23.6,38,8.5,23.6
2020/04/27 03:39,23.6,38,8.5,23.6
2020/04/27 03:44,23.6,38,8.5,23.6
2020/04/27 03:49,23.7,38,8.6,23.7
2020/04/27 03:54,23.5,38,8.4,23.5
2020/04/27 03:59,23.6,38,8.5,23.6
2020/04/27 04:04,23.6,38,8.5,23.6
2020/04/27 04:09,23.6,38,8.5,23.6
2020/04/27 04:14,23.6,38,8.5,23.6
2020/04/27 04:19,23.5,38,8.4,23.5
2020/04/27 04:24,23.5,38,8.4,23.5
2020/04/27 04:29,23.5,38,8.4,23.5
2020/04/27 04:34,23.5,38,8.4,23.5
2020/04/27 04:39,23.6,38,8.5,23.6
2020/04/27 04:44,23.6,38,8.5,23.6
2020/04/27 04:49,23.5,38,8.4,23.5
2020/04/27 04:54,23.5,38,8.4,23.5
2020/04/27 04:59,23.4,38,8.3,23.4
2020/04/27 05:04,23.5,38,8.4,23.5
2020/04/27 05:09,23.4,37,7.9,23.4
2020/04/27 05:14,23.5,38,8.4,23.5
2020/04/27 05:19,23.5,37,8.0,23.5
2020/04/27 05:24,23.5,37,8.0,23.5
2020/04/27 05:29,23.5,37,8.0,23.5
2020/04/27 05:34,23.4,37,7.9,23.4
2020/04/27 05:39,23.4,37,7.9,23.4
2020/04/27 05:44,23.4,37,7.9,23.4
2020/04/27 05:49,23.5,37,8.0,23.5
2020/04/27 05:54,23.5,37,8.0,23.5
2020/04/27 05:59,23.4,37,7.9,23.4
2020/04/27 06:04,23.4,37,7.9,23.4
2020/04/27 06:09,23.4,37,7.9,23.4
2020/04/27 06:14,23.5,37,8.0,23.5
2020/04/27 06:19,23.5,37,8.0,23.5
2020/04/27 06:24,23.5,37,8.0,23.5
2020/04/27 06:29,23.7,38,8.6,23.7
2020/04/27 06:34,23.7,38,8.6,23.7
2020/04/27 06:39,23.7,38,8.6,23.7
2020/04/27 06:44,23.9,38,8.7,23.9
2020/04/27 06:49,23.8,38,8.7,23.8
2020/04/27 06:54,23.9,38,8.7,23.9
2020/04/27 06:59,24.0,38,8.8,24.0
2020/04/27 07:04,24.2,38,9.0,24.2
2020/04/27 07:09,24.2,37,8.6,24.2
2020/04/27 07:14,24.2,37,8.6,24.2
2020/04/27 07:19,24.3,36,8.3,24.3
2020/04/27 07:24,24.4,36,8.4,24.4
2020/04/27 07:29,24.4,36,8.4,24.4
2020/04/27 07:34,24.5,36,8.5,24.5
2020/04/27 07:39,24.5,36,8.5,24.5
2020/04/27 07:44,24.5,36,8.5,24.5
2020/04/27 07:49,24.8,36,8.7,24.8
2020/04/27 07:54,24.8,36,8.7,24.8
2020/04/27 07:59,24.8,36,8.7,24.8
2020/04/27 08:04,24.9,36,8.8,24.9
2020/04/27 08:09,25.0,36,8.9,25.0
2020/04/27 08:14,25.0,36,8.9,25.0
2020/04/27 08:19,25.1,36,9.0,25.1
2020/04/27 08:24,25.2,36,9.1,25.2
2020/04/27 08:29,25.3,36,9.2,25.3
2020/04/27 08:34,25.3,36,9.2,25.3
2020/04/27 08:39,25.3,36,9.2,25.3
2020/04/27 08:44,25.3,35,8.8,25.3
2020/04/27 08:49,25.4,35,8.9,25.4
2020/04/27 08:54,25.5,35,8.9,25.5
2020/04/27 08:59,25.5,35,8.9,25.5
2020/04/27 09:04,25.5,35,8.9,25.5
2020/04/27 09:09,25.5,35,8.9,25.5
2020/04/27 09:14,25.5,35,8.9,25.5
2020/04/27 09:19,25.6,35,9.0,25.6
2020/04/27 09:24,25.5,34,8.5,25.5
2020/04/27 09:29,25.5,34,8.5,25.5
2020/04/27 09:34,25.5,34,8.5,25.5
2020/04/27 09:39,25.6,35,9.0,25.6
2020/04/27 09:44,25.5,34,8.5,25.5
2020/04/27 09:49,25.5,35,8.9,25.5
2020/04/27 09:54,25.5,34,8.5,25.5
2020/04/27 09:59,25.5,34,8.5,25.5
2020/04/27 10:04,25.6,34,8.6,25.6
2020/04/27 10:09,25.5,34,8.5,25.5
2020/04/27 10:14,25.5,34,8.5,25.5
2020/04/27 10:19,25.5,34,8.5,25.5
2020/04/27 10:24,25.5,34,8.5,25.5
2020/04/27 10:29,25.4,34,8.4,25.4
2020/04/27 10:34,25.4,34,8.4,25.4
2020/04/27 10:39,25.5,34,8.5,25.5
2020/04/27 10:44,25.4,34,8.4,25.4
2020/04/27 10:49,25.4,34,8.4,25.4
2020/04/27 10:54,25.4,34,8.4,25.4
2020/04/27 10:59,25.3,34,8.3,25.3
2020/04/27 11:04,25.3,34,8.3,25.3
2020/04/27 11:09,25.3,34,8.3,25.3
2020/04/27 11:14,25.2,34,8.3,25.2
2020/04/27 11:19,25.2,34,8.3,25.2
2020/04/27 11:24,25.2,34,8.3,25.2
2020/04/27 11:29,25.1,35,8.6,25.1
2020/04/27 11:34,25.1,35,8.6,25.1
2020/04/27 11:39,25.0,35,8.5,25.0
2020/04/27 11:44,24.9,35,8.4,24.9
2020/04/27 11:49,24.9,34,8.0,24.9
2020/04/27 11:54,24.9,35,8.4,24.9
2020/04/27 11:59,25.0,34,8.1,25.0
2020/04/27 12:04,24.9,34,8.0,24.9
2020/04/27 12:09,24.9,34,8.0,24.9
2020/04/27 12:14,24.8,34,7.9,24.8
2020/04/27 12:19,24.7,35,8.2,24.7
2020/04/27 12:24,24.7,35,8.2,24.7
2020/04/27 12:29,24.8,35,8.3,24.8
2020/04/27 12:34,24.7,35,8.2,24.7
2020/04/27 12:39,24.7,35,8.2,24.7
2020/04/27 12:44,24.6,35,8.2,24.6
2020/04/27 12:49,24.8,35,8.3,24.8
2020/04/27 12:54,24.8,35,8.3,24.8
2020/04/27 12:59,24.7,35,8.2,24.7
2020/04/27 13:04,24.7,35,8.2,24.7
2020/04/27 13:09,24.7,35,8.2,24.7
2020/04/27 13:14,24.7,35,8.2,24.7
2020/04/27 13:19,24.7,35,8.2,24.7
2020/04/27 13:24,24.8,35,8.3,24.8
2020/04/27 13:29,24.6,35,8.2,24.6
2020/04/27 13:34,24.8,35,8.3,24.8
2020/04/27 13:39,24.8,35,8.3,24.8
2020/04/27 13:44,24.8,35,8.3,24.8
2020/04/27 13:49,24.8,35,8.3,24.8
2020/04/27 13:54,24.8,35,8.3,24.8
